EXTERNAL/TSAI:  VERSION OF 8/8/96

RUNPLAN for CLAS hadronization experiment                               
 inclusive:                                                             
                                                                        
CLAS TIN                                                                
                                                                        

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = ( 50,119);   avgA = 119.000; amuM=118.891; avgM=110.747
 targ= ordina; ttarg(rl)=0.02345; twall=0.00129; tbeam=0.00264; tspec=0.00000
         Nseg  =   2
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 1
   1.528  0.230 13.90   16.01   39.77   11.35    0.01   51.14 1.366E+02

  10.540 35.733  4.10   19.50   41.16   15.99    0.02   57.17  0.672
   1.034  0.230 14.62   33.67   60.51   24.30    0.02   84.83 7.545E+01

  10.540 53.127  4.33   56.00   76.59   49.71    0.07  126.36  0.587
   0.513  0.230 15.37  105.85  114.60   75.60    0.07  190.27 3.073E+01

  10.540  6.189  1.03    1.39   -3.63    1.17    0.00   -2.46  0.864
   8.357  0.251  3.95    2.08   -7.69    1.72    0.00   -5.97 9.717E+04

  10.540  6.402  1.08    1.30   -3.26    1.10    0.00   -2.16  0.867
   8.238  0.251  4.12    1.95   -7.13    1.61    0.00   -5.52 8.069E+04

  10.540  6.626  1.14    1.22   -2.86    1.03    0.00   -1.83  0.869
   8.111  0.251  4.30    1.83   -6.54    1.51    0.00   -5.03 6.681E+04

  10.540  6.862  1.20    1.15   -2.46    0.96    0.00   -1.50  0.870
   7.978  0.251  4.48    1.72   -5.95    1.42    0.00   -4.53 5.517E+04

  10.540  7.110  1.27    1.09   -2.06    0.90    0.00   -1.16  0.870
   7.837  0.250  4.68    1.63   -5.35    1.33    0.00   -4.02 4.544E+04

  10.540  7.373  1.34    1.03   -1.66    0.85    0.00   -0.82  0.869
   7.689  0.250  4.89    1.54   -4.76    1.25    0.00   -3.51 3.735E+04

  10.540  7.651  1.41    0.98   -1.26    0.80    0.00   -0.47  0.867
   7.532  0.250  5.11    1.46   -4.17    1.18    0.00   -2.99 3.062E+04

  10.540  7.945  1.49    0.93   -0.87    0.75    0.00   -0.12  0.865
   7.367  0.250  5.34    1.39   -3.58    1.11    0.00   -2.46 2.505E+04

  10.540  8.258  1.57    0.89   -0.47    0.71    0.00    0.23  0.862
   7.193  0.250  5.59    1.33   -2.98    1.05    0.00   -1.93 2.043E+04

  10.540  8.592  1.66    0.86   -0.07    0.67    0.00    0.60  0.859
   7.010  0.250  5.85    1.28   -2.37    1.00    0.00   -1.37 1.662E+04

  10.540  8.950  1.75    0.84    0.37    0.64    0.00    1.01  0.855
   6.816  0.250  6.12    1.24   -1.72    0.95    0.00   -0.77 1.347E+04

  10.540  9.333  1.84    0.82    0.82    0.61    0.00    1.44  0.851
   6.612  0.250  6.41    1.22   -1.04    0.92    0.00   -0.13 1.087E+04

  10.540  9.746  1.95    0.82    1.30    0.59    0.00    1.90  0.847
   6.397  0.250  6.71    1.20   -0.32    0.89    0.00    0.56 8.737E+03

  10.540 10.193  2.05    0.82    1.83    0.58    0.00    2.41  0.842
   6.169  0.250  7.03    1.20    0.46    0.87    0.00    1.33 6.986E+03

  10.540 10.679  2.16    0.83    2.39    0.57    0.00    2.97  0.838
   5.930  0.250  7.37    1.21    1.30    0.86    0.00    2.16 5.555E+03

  10.540 11.210  2.28    0.86    3.01    0.58    0.00    3.59  0.834
   5.677  0.250  7.72    1.25    2.22    0.87    0.00    3.09 4.389E+03

  10.540 11.795  2.41    0.90    3.68    0.59    0.00    4.27  0.829
   5.410  0.250  8.10    1.30    3.23    0.89    0.00    4.11 3.445E+03

  10.540 12.444  2.54    0.96    4.41    0.61    0.00    5.03  0.824
   5.129  0.250  8.49    1.38    4.32    0.92    0.00    5.24 2.683E+03

  10.540 13.169  2.68    1.04    5.20    0.65    0.00    5.85  0.820
   4.833  0.250  8.91    1.50    5.51    0.98    0.00    6.49 2.072E+03

  10.540 13.989  2.83    1.16    6.11    0.71    0.00    6.81  0.816
   4.520  0.250  9.35    1.66    6.87    1.07    0.00    7.93 1.585E+03

  10.540 14.926  2.98    1.32    7.10    0.79    0.00    7.90  0.812
   4.190  0.250  9.82    1.88    8.37    1.20    0.00    9.57 1.200E+03

  10.540 16.015  3.14    1.54    8.24    0.92    0.00    9.16  0.808
   3.842  0.250 10.31    2.21   10.09    1.39    0.00   11.48 8.971E+02

  10.540 17.304  3.32    1.86    9.57    1.12    0.00   10.69  0.804
   3.475  0.250 10.82    2.67   12.11    1.68    0.00   13.80 6.607E+02

  10.540 18.865  3.50    2.32   11.18    1.42    0.00   12.60  0.799
   3.088  0.250 11.37    3.37   14.57    2.15    0.00   16.72 4.778E+02

  10.540 20.819  3.69    3.04   13.22    1.94    0.00   15.16  0.794
   2.680  0.250 11.94    4.49   17.69    2.93    0.00   20.62 3.373E+02

  10.540 23.372  3.89    4.26   16.04    2.86    0.00   18.91  0.781
   2.249  0.250 12.55    6.44   22.01    4.33    0.00   26.34 2.306E+02

  10.540 26.930  4.10    6.53   20.35    4.69    0.00   25.05  0.757
   1.795  0.250 13.19   10.22   28.62    7.09    0.00   35.72 1.500E+02

  10.540 32.435  4.33   11.56   28.21    9.02    0.01   37.24  0.717
   1.316  0.250 13.86   19.04   40.67   13.65    0.01   54.33 8.992E+01

  10.540 42.868  4.57   26.50   46.43   22.55    0.01   69.00  0.651
   0.811  0.250 14.57   46.96   68.11   34.15    0.01  102.28 4.544E+01

  10.540 79.742  4.82  103.79  101.30   99.29    0.13  200.72  0.558
   0.278  0.250 15.32  207.50  141.38  144.17    0.19  285.74 1.284E+01

  10.540  6.129  1.03    1.43   -5.01    1.19    0.00   -3.82  0.852
   8.520  0.271  3.64    2.13   -9.70    1.76    0.00   -7.94 1.053E+05

  10.540  6.336  1.08    1.33   -4.64    1.11    0.00   -3.52  0.856
   8.409  0.271  3.80    1.99   -9.15    1.64    0.00   -7.50 8.758E+04

  10.540  6.554  1.14    1.25   -4.26    1.04    0.00   -3.22  0.859
   8.292  0.271  3.96    1.86   -8.59    1.54    0.00   -7.06 7.269E+04

  10.540  6.781  1.20    1.17   -3.88    0.97    0.00   -2.90  0.861
   8.168  0.271  4.13    1.74   -8.02    1.44    0.00   -6.58 6.017E+04

  10.540  7.021  1.27    1.10   -3.48    0.91    0.00   -2.57  0.862
   8.038  0.271  4.30    1.64   -7.44    1.34    0.00   -6.09 4.967E+04

  10.540  7.273  1.34    1.03   -3.09    0.85    0.00   -2.24  0.862
   7.901  0.271  4.49    1.54   -6.85    1.26    0.00   -5.60 4.090E+04

  10.540  7.540  1.41    0.97   -2.70    0.79    0.00   -1.90  0.862
   7.756  0.271  4.69    1.45   -6.27    1.18    0.00   -5.09 3.359E+04

  10.540  7.821  1.49    0.92   -2.31    0.74    0.00   -1.56  0.860
   7.603  0.270  4.90    1.37   -5.68    1.11    0.00   -4.58 2.753E+04

  10.540  8.119  1.57    0.88   -1.92    0.70    0.00   -1.22  0.859
   7.442  0.270  5.12    1.30   -5.11    1.04    0.00   -4.07 2.251E+04

  10.540  8.436  1.66    0.84   -1.54    0.66    0.00   -0.88  0.856
   7.272  0.270  5.35    1.24   -4.53    0.98    0.00   -3.55 1.836E+04

  10.540  8.773  1.75    0.80   -1.14    0.62    0.00   -0.52  0.854
   7.092  0.270  5.60    1.19   -3.94    0.92    0.00   -3.01 1.494E+04

  10.540  9.133  1.84    0.78   -0.73    0.59    0.00   -0.14  0.850
   6.903  0.270  5.86    1.15   -3.33    0.88    0.00   -2.46 1.212E+04

  10.540  9.519  1.95    0.76   -0.31    0.56    0.00    0.25  0.847
   6.704  0.270  6.13    1.11   -2.71    0.84    0.00   -1.87 9.796E+03

  10.540  9.934  2.05    0.74    0.13    0.54    0.00    0.67  0.843
   6.494  0.270  6.42    1.09   -2.04    0.81    0.00   -1.24 7.886E+03

  10.540 10.383  2.16    0.74    0.61    0.52    0.00    1.13  0.838
   6.272  0.270  6.72    1.08   -1.33    0.78    0.00   -0.55 6.320E+03

  10.540 10.869  2.28    0.75    1.13    0.51    0.00    1.64  0.834
   6.038  0.270  7.05    1.09   -0.56    0.77    0.00    0.21 5.039E+03

  10.540 11.400  2.41    0.77    1.69    0.51    0.00    2.20  0.830
   5.791  0.270  7.38    1.11    0.28    0.76    0.00    1.04 3.994E+03

  10.540 11.982  2.54    0.80    2.30    0.51    0.00    2.81  0.826
   5.531  0.270  7.74    1.14    1.18    0.77    0.00    1.95 3.146E+03

  10.540 12.625  2.68    0.84    2.96    0.53    0.00    3.49  0.821
   5.256  0.270  8.12    1.20    2.17    0.79    0.00    2.96 2.461E+03

  10.540 13.342  2.83    0.91    3.69    0.55    0.00    4.24  0.817
   4.966  0.270  8.51    1.29    3.26    0.83    0.00    4.08 1.910E+03

  10.540 14.148  2.98    0.99    4.48    0.59    0.00    5.07  0.813
   4.661  0.270  8.93    1.41    4.44    0.89    0.00    5.33 1.469E+03

  10.540 15.065  3.14    1.12    5.35    0.65    0.00    6.00  0.809
   4.339  0.270  9.37    1.58    5.75    0.98    0.00    6.73 1.119E+03

  10.540 16.123  3.32    1.29    6.35    0.74    0.00    7.09  0.805
   3.999  0.270  9.84    1.82    7.26    1.11    0.00    8.38 8.428E+02

  10.540 17.363  3.50    1.53    7.48    0.88    0.00    8.36  0.803
   3.641  0.270 10.33    2.16    8.97    1.32    0.00   10.30 6.261E+02

  10.540 18.849  3.69    1.88    8.82    1.09    0.00    9.92  0.800
   3.263  0.270 10.85    2.68   11.02    1.65    0.00   12.66 4.576E+02

  10.540 20.681  3.89    2.41   10.48    1.45    0.00   11.92  0.797
   2.864  0.270 11.39    3.47   13.54    2.18    0.00   15.72 3.275E+02

  10.540 23.025  4.10    3.26   12.66    2.07    0.00   14.73  0.792
   2.443  0.270 11.97    4.81   16.88    3.12    0.00   20.00 2.280E+02

  10.540 26.189  4.33    4.79   15.77    3.26    0.00   19.04  0.779
   2.000  0.270 12.58    7.27   21.66    4.92    0.00   26.58 1.523E+02

  10.540 30.834  4.56    7.93   21.01    5.88    0.00   26.90  0.748
   1.532  0.270 13.22   12.58   29.68    8.87    0.00   38.56 9.551E+01

  10.540 38.731  4.82   16.07   32.00   13.14    0.00   45.15  0.695
   1.039  0.270 13.89   27.21   46.48   19.84    0.00   66.32 5.311E+01

  10.540 57.650  5.08   49.23   64.13   44.19    0.01  108.33  0.604
   0.518  0.270 14.61   91.89   94.81   66.51    0.01  161.34 2.185E+01

  10.540  6.080  1.03    1.48   -6.27    1.24    0.00   -5.03  0.852
   8.659  0.291  3.38    2.20  -11.53    1.83    0.00   -9.70 1.123E+05

  10.540  6.281  1.08    1.38   -5.91    1.16    0.00   -4.75  0.854
   8.556  0.291  3.52    2.05  -11.00    1.71    0.00   -9.29 9.360E+04

  10.540  6.493  1.14    1.29   -5.55    1.07    0.00   -4.47  0.854
   8.447  0.291  3.67    1.92  -10.45    1.59    0.00   -8.86 7.783E+04

  10.540  6.714  1.20    1.20   -5.17    1.00    0.00   -4.17  0.854
   8.332  0.291  3.82    1.79   -9.90    1.48    0.00   -8.42 6.456E+04

  10.540  6.946  1.27    1.12   -4.80    0.93    0.00   -3.87  0.853
   8.211  0.291  3.98    1.67   -9.34    1.38    0.00   -7.97 5.342E+04

  10.540  7.191  1.34    1.05   -4.41    0.86    0.00   -3.55  0.853
   8.083  0.291  4.15    1.56   -8.77    1.28    0.00   -7.49 4.408E+04

  10.540  7.448  1.41    0.99   -4.02    0.80    0.00   -3.21  0.854
   7.948  0.291  4.33    1.47   -8.19    1.20    0.00   -6.99 3.627E+04

  10.540  7.718  1.49    0.93   -3.64    0.75    0.00   -2.89  0.853
   7.806  0.291  4.52    1.38   -7.62    1.12    0.00   -6.51 2.978E+04

  10.540  8.005  1.57    0.88   -3.25    0.70    0.00   -2.55  0.852
   7.656  0.291  4.72    1.30   -7.05    1.04    0.00   -6.01 2.439E+04

  10.540  8.307  1.66    0.83   -2.87    0.66    0.00   -2.22  0.851
   7.498  0.291  4.93    1.23   -6.48    0.98    0.00   -5.51 1.993E+04

  10.540  8.629  1.75    0.79   -2.50    0.61    0.00   -1.88  0.849
   7.331  0.290  5.15    1.17   -5.92    0.92    0.00   -5.01 1.625E+04

  10.540  8.971  1.85    0.75   -2.12    0.58    0.00   -1.54  0.846
   7.155  0.290  5.39    1.11   -5.36    0.86    0.00   -4.50 1.322E+04

  10.540  9.336  1.95    0.73   -1.73    0.54    0.00   -1.19  0.843
   6.969  0.290  5.64    1.07   -4.78    0.81    0.00   -3.97 1.072E+04

  10.540  9.727  2.05    0.70   -1.33    0.52    0.00   -0.82  0.839
   6.773  0.290  5.90    1.03   -4.18    0.77    0.00   -3.41 8.674E+03

  10.540 10.146  2.16    0.69   -0.91    0.49    0.00   -0.42  0.836
   6.567  0.290  6.17    1.01   -3.56    0.74    0.00   -2.83 6.989E+03

  10.540 10.599  2.28    0.68   -0.46    0.47    0.00    0.01  0.832
   6.349  0.290  6.46    0.99   -2.90    0.71    0.00   -2.19 5.609E+03

  10.540 11.089  2.41    0.68    0.02    0.46    0.00    0.48  0.828
   6.119  0.290  6.77    0.99   -2.18    0.69    0.00   -1.49 4.480E+03

  10.540 11.623  2.54    0.70    0.53    0.45    0.00    0.99  0.823
   5.877  0.290  7.09    1.00   -1.42    0.68    0.00   -0.74 3.559E+03

  10.540 12.207  2.68    0.72    1.09    0.45    0.00    1.55  0.820
   5.621  0.290  7.43    1.02   -0.58    0.68    0.00    0.10 2.811E+03

  10.540 12.851  2.83    0.75    1.71    0.46    0.00    2.17  0.815
   5.351  0.290  7.79    1.07    0.33    0.69    0.00    1.02 2.206E+03

  10.540 13.567  2.98    0.80    2.37    0.48    0.00    2.84  0.811
   5.067  0.290  8.17    1.13    1.31    0.71    0.00    2.03 1.718E+03

  10.540 14.369  3.14    0.88    3.09    0.50    0.00    3.59  0.808
   4.767  0.290  8.57    1.23    2.40    0.76    0.00    3.15 1.327E+03

  10.540 15.278  3.32    0.98    3.88    0.55    0.00    4.43  0.805
   4.451  0.290  8.99    1.36    3.58    0.82    0.00    4.41 1.015E+03

  10.540 16.320  3.50    1.11    4.78    0.61    0.00    5.39  0.802
   4.117  0.290  9.44    1.55    4.92    0.92    0.00    5.85 7.685E+02

  10.540 17.536  3.69    1.31    5.78    0.72    0.00    6.50  0.800
   3.765  0.290  9.91    1.82    6.44    1.08    0.00    7.52 5.746E+02

  10.540 18.982  3.89    1.58    6.95    0.88    0.00    7.82  0.798
   3.394  0.290 10.40    2.22    8.21    1.32    0.00    9.53 4.231E+02

  10.540 20.745  4.10    1.99    8.36    1.13    0.00    9.49  0.796
   3.002  0.290 10.92    2.83   10.36    1.71    0.00   12.07 3.057E+02

  10.540 22.970  4.33    2.65   10.14    1.58    0.00   11.72  0.794
   2.589  0.290 11.47    3.82   13.09    2.38    0.00   15.47 2.153E+02

  10.540 25.913  4.57    3.77   12.60    2.43    0.00   15.03  0.789
   2.154  0.290 12.05    5.58   16.86    3.65    0.00   20.52 1.464E+02

  10.540 30.094  4.81    5.99   16.48    4.23    0.00   20.72  0.770
   1.694  0.290 12.67    9.22   22.81    6.37    0.00   29.18 9.434E+01

  10.540 36.785  5.08   11.27   23.95    8.86    0.00   32.82  0.728
   1.210  0.290 13.31   18.43   34.23   13.34    0.00   47.57 5.525E+01

  10.540 50.477  5.36   29.56   44.06   25.85    0.00   69.91  0.650
   0.699  0.290 13.99   52.75   64.63   38.84    0.00  103.48 2.627E+01

  10.540132.670  5.66  139.20  117.28  156.84    0.33  274.45  0.626
   0.160  0.291 14.70  276.82  196.56  258.46    0.72  455.74 4.954E+00

  10.540  6.037  1.03    1.56   -7.47    1.33    0.00   -6.14  0.862
   8.781  0.311  3.15    2.31  -13.25    1.94    0.00  -11.30 1.182E+05

  10.540  6.235  1.08    1.45   -7.12    1.23    0.00   -5.89  0.863
   8.685  0.311  3.28    2.15  -12.73    1.81    0.00  -10.92 9.871E+04

  10.540  6.441  1.14    1.35   -6.76    1.14    0.00   -5.62  0.863
   8.583  0.311  3.41    1.99  -12.19    1.68    0.00  -10.52 8.222E+04

  10.540  6.657  1.20    1.25   -6.37    1.05    0.00   -5.32  0.863
   8.475  0.311  3.55    1.86  -11.63    1.55    0.00  -10.08 6.831E+04

  10.540  6.884  1.27    1.17   -6.01    0.98    0.00   -5.04  0.862
   8.362  0.311  3.70    1.73  -11.10    1.44    0.00   -9.66 5.663E+04

  10.540  7.121  1.34    1.09   -5.64    0.90    0.00   -4.74  0.861
   8.242  0.311  3.85    1.61  -10.55    1.34    0.00   -9.21 4.682E+04

  10.540  7.370  1.41    1.01   -5.25    0.84    0.00   -4.42  0.859
   8.116  0.311  4.02    1.50   -9.97    1.24    0.00   -8.73 3.860E+04

  10.540  7.632  1.49    0.95   -4.87    0.78    0.00   -4.09  0.857
   7.983  0.311  4.19    1.41   -9.41    1.15    0.00   -8.26 3.174E+04

  10.540  7.909  1.57    0.89   -4.49    0.72    0.00   -3.77  0.853
   7.842  0.311  4.37    1.32   -8.84    1.07    0.00   -7.77 2.604E+04

  10.540  8.200  1.66    0.84   -4.11    0.67    0.00   -3.44  0.850
   7.694  0.311  4.56    1.24   -8.28    0.99    0.00   -7.29 2.131E+04

  10.540  8.509  1.75    0.78   -3.74    0.62    0.00   -3.12  0.847
   7.538  0.310  4.76    1.16   -7.73    0.93    0.00   -6.80 1.740E+04

  10.540  8.837  1.85    0.75   -3.37    0.58    0.00   -2.79  0.843
   7.374  0.311  4.98    1.11   -7.18    0.86    0.00   -6.32 1.418E+04

  10.540  9.185  1.95    0.71   -3.00    0.54    0.00   -2.46  0.839
   7.200  0.310  5.20    1.05   -6.63    0.81    0.00   -5.82 1.153E+04

  10.540  9.556  2.05    0.69   -2.63    0.51    0.00   -2.13  0.836
   7.017  0.310  5.44    1.00   -6.08    0.76    0.00   -5.32 9.349E+03

  10.540  9.953  2.16    0.66   -2.25    0.48    0.00   -1.77  0.832
   6.823  0.310  5.69    0.97   -5.50    0.72    0.00   -4.79 7.562E+03

  10.540 10.379  2.28    0.65   -1.85    0.45    0.00   -1.40  0.828
   6.620  0.310  5.95    0.94   -4.92    0.68    0.00   -4.24 6.096E+03

  10.540 10.838  2.41    0.64   -1.43    0.44    0.00   -1.00  0.824
   6.405  0.310  6.23    0.92   -4.29    0.65    0.00   -3.64 4.896E+03

  10.540 11.335  2.54    0.63   -0.98    0.42    0.00   -0.56  0.820
   6.178  0.310  6.53    0.91   -3.62    0.63    0.00   -2.99 3.915E+03

  10.540 11.875  2.68    0.64   -0.49    0.41    0.00   -0.08  0.816
   5.939  0.310  6.84    0.91   -2.90    0.62    0.00   -2.29 3.115E+03

  10.540 12.465  2.83    0.66    0.03    0.41    0.00    0.43  0.812
   5.687  0.310  7.16    0.93   -2.13    0.61    0.00   -1.52 2.464E+03

  10.540 13.115  2.98    0.69    0.60    0.41    0.00    1.00  0.808
   5.421  0.310  7.51    0.96   -1.29    0.61    0.00   -0.67 1.937E+03

  10.540 13.835  3.14    0.73    1.21    0.42    0.00    1.63  0.804
   5.140  0.310  7.87    1.02   -0.37    0.63    0.00    0.26 1.513E+03

  10.540 14.641  3.32    0.79    1.88    0.44    0.00    2.32  0.801
   4.844  0.310  8.25    1.09    0.63    0.66    0.00    1.29 1.172E+03

  10.540 15.551  3.50    0.87    2.62    0.47    0.00    3.09  0.798
   4.532  0.310  8.66    1.20    1.73    0.71    0.00    2.44 8.995E+02

  10.540 16.591  3.69    0.99    3.43    0.52    0.00    3.95  0.795
   4.203  0.310  9.08    1.36    2.95    0.79    0.00    3.73 6.835E+02

  10.540 17.800  3.89    1.15    4.35    0.60    0.00    4.95  0.794
   3.855  0.310  9.54    1.58    4.33    0.90    0.00    5.23 5.134E+02

  10.540 19.229  4.10    1.38    5.39    0.73    0.00    6.12  0.793
   3.489  0.310 10.01    1.90    5.91    1.09    0.00    7.00 3.800E+02

  10.540 20.960  4.33    1.71    6.63    0.92    0.00    7.56  0.792
   3.103  0.310 10.51    2.39    7.79    1.39    0.00    9.18 2.762E+02

  10.540 23.124  4.56    2.25    8.18    1.27    0.00    9.45  0.792
   2.695  0.310 11.04    3.18   10.16    1.90    0.00   12.06 1.962E+02

  10.540 25.948  4.82    3.13   10.23    1.91    0.00   12.14  0.791
   2.266  0.310 11.59    4.54   13.31    2.86    0.00   16.17 1.348E+02

  10.540 29.879  5.08    4.84   13.33    3.27    0.00   16.60  0.786
   1.812  0.310 12.18    7.28   18.06    4.91    0.00   22.97 8.839E+01

  10.540 35.947  5.36    8.71   18.93    6.60    0.00   25.54  0.752
   1.334  0.310 12.80   13.86   26.63    9.91    0.00   36.54 5.339E+01

  10.540 47.383  5.65   20.91   33.02   17.88    0.00   50.90  0.684
   0.830  0.310 13.45   36.12   47.95   26.80    0.00   74.75 2.731E+01

  10.540 87.040  5.96   96.10   88.23   91.75    0.01  179.99  0.565
   0.298  0.310 14.14  181.76   70.86  101.67    0.01  172.55 8.101E+00

  10.540  6.001  1.03    1.66   -8.59    1.43    0.00   -7.16  0.873
   8.888  0.331  2.95    2.44  -14.83    2.09    0.00  -12.74 1.225E+05

  10.540  6.195  1.08    1.53   -8.22    1.32    0.00   -6.90  0.874
   8.797  0.331  3.07    2.26  -14.31    1.93    0.00  -12.38 1.027E+05

  10.540  6.397  1.14    1.42   -7.88    1.22    0.00   -6.66  0.874
   8.702  0.331  3.19    2.10  -13.80    1.79    0.00  -12.02 8.572E+04

  10.540  6.609  1.20    1.32   -7.52    1.13    0.00   -6.39  0.873
   8.601  0.331  3.31    1.94  -13.27    1.65    0.00  -11.61 7.138E+04

  10.540  6.830  1.27    1.22   -7.15    1.04    0.00   -6.11  0.872
   8.494  0.331  3.45    1.80  -12.72    1.53    0.00  -11.19 5.927E+04

  10.540  7.061  1.34    1.13   -6.77    0.96    0.00   -5.81  0.870
   8.382  0.331  3.59    1.68  -12.17    1.41    0.00  -10.76 4.908E+04

  10.540  7.304  1.41    1.05   -6.40    0.89    0.00   -5.51  0.868
   8.263  0.331  3.74    1.56  -11.62    1.30    0.00  -10.31 4.054E+04

  10.540  7.559  1.49    0.98   -6.03    0.82    0.00   -5.21  0.865
   8.138  0.331  3.90    1.45  -11.07    1.21    0.00   -9.86 3.339E+04

  10.540  7.827  1.57    0.91   -5.66    0.75    0.00   -4.90  0.862
   8.006  0.331  4.06    1.35  -10.52    1.12    0.00   -9.40 2.744E+04

  10.540  8.110  1.66    0.86   -5.28    0.70    0.00   -4.59  0.859
   7.867  0.331  4.24    1.27   -9.96    1.03    0.00   -8.93 2.249E+04

  10.540  8.408  1.75    0.81   -4.91    0.65    0.00   -4.27  0.855
   7.721  0.331  4.42    1.19   -9.41    0.96    0.00   -8.46 1.838E+04

  10.540  8.723  1.84    0.76   -4.54    0.60    0.00   -3.94  0.850
   7.566  0.331  4.62    1.12   -8.86    0.89    0.00   -7.98 1.500E+04

  10.540  9.058  1.95    0.72   -4.18    0.56    0.00   -3.62  0.846
   7.403  0.331  4.82    1.05   -8.33    0.83    0.00   -7.50 1.221E+04

  10.540  9.413  2.05    0.68   -3.82    0.52    0.00   -3.30  0.841
   7.231  0.331  5.04    1.00   -7.79    0.77    0.00   -7.02 9.920E+03

  10.540  9.792  2.16    0.65   -3.45    0.48    0.00   -2.97  0.836
