EXTERNAL/TSAI:  VERSION OF 8/8/96

RUNPLAN for CLAS hadronization experiment                               
 inclusive:                                                             
                                                                        
CLAS Carbon                                                             
                                                                        

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  6, 12);   avgA =  12.000; amuM= 12.002; avgM= 11.180
 targ= ordina; ttarg(rl)=0.00601; twall=0.00129; tbeam=0.00264; tspec=0.00000
         Nseg  =   2
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 1
   1.528  0.230 13.90   13.55   34.92   10.03    0.08   45.03 1.366E+01

  10.540 35.733  4.10   21.52   44.19   17.84    0.14   62.16  0.681
   1.034  0.230 14.62   27.56   52.61   21.60    0.14   74.35 7.607E+00

  10.540 53.127  4.33   61.76   82.22   56.23    0.49  138.94  0.602
   0.513  0.230 15.37   83.03   98.79   68.51    0.55  167.85 3.125E+00

  10.540  6.189  1.03    1.66   -2.85    1.39    0.00   -1.46  0.859
   8.357  0.251  3.95    1.97   -4.01    1.63    0.00   -2.37 8.929E+03

  10.540  6.402  1.08    1.55   -2.52    1.30    0.00   -1.22  0.862
   8.238  0.251  4.12    1.84   -3.61    1.53    0.00   -2.09 7.432E+03

  10.540  6.626  1.14    1.45   -2.16    1.21    0.00   -0.95  0.864
   8.111  0.251  4.30    1.72   -3.20    1.43    0.00   -1.77 6.171E+03

  10.540  6.862  1.20    1.36   -1.81    1.13    0.00   -0.68  0.865
   7.978  0.251  4.48    1.62   -2.78    1.34    0.00   -1.44 5.114E+03

  10.540  7.110  1.27    1.28   -1.45    1.06    0.00   -0.39  0.866
   7.837  0.250  4.68    1.52   -2.36    1.25    0.00   -1.11 4.229E+03

  10.540  7.373  1.34    1.21   -1.09    0.99    0.00   -0.10  0.866
   7.689  0.250  4.89    1.43   -1.93    1.17    0.00   -0.76 3.490E+03

  10.540  7.651  1.41    1.14   -0.71    0.93    0.00    0.21  0.865
   7.532  0.250  5.11    1.36   -1.49    1.10    0.00   -0.39 2.873E+03

  10.540  7.945  1.49    1.08   -0.33    0.87    0.00    0.53  0.863
   7.367  0.250  5.34    1.29   -1.04    1.03    0.00   -0.01 2.359E+03

  10.540  8.258  1.57    1.04    0.05    0.82    0.00    0.87  0.861
   7.193  0.250  5.59    1.23   -0.58    0.97    0.00    0.39 1.932E+03

  10.540  8.592  1.66    1.00    0.46    0.77    0.00    1.23  0.858
   7.010  0.250  5.85    1.18   -0.10    0.92    0.00    0.82 1.577E+03

  10.540  8.950  1.75    0.96    0.90    0.73    0.00    1.63  0.855
   6.816  0.250  6.12    1.15    0.42    0.87    0.00    1.29 1.283E+03

  10.540  9.333  1.84    0.94    1.36    0.70    0.00    2.07  0.851
   6.612  0.250  6.41    1.12    0.97    0.84    0.00    1.81 1.039E+03

  10.540  9.746  1.95    0.93    1.87    0.68    0.00    2.54  0.848
   6.397  0.250  6.71    1.10    1.56    0.81    0.00    2.37 8.374E+02

  10.540 10.193  2.05    0.93    2.42    0.66    0.00    3.08  0.844
   6.169  0.250  7.03    1.10    2.21    0.79    0.00    3.01 6.714E+02

  10.540 10.679  2.16    0.95    3.00    0.65    0.00    3.66  0.839
   5.930  0.250  7.37    1.12    2.91    0.78    0.00    3.69 5.352E+02

  10.540 11.210  2.28    0.97    3.65    0.65    0.00    4.30  0.835
   5.677  0.250  7.72    1.15    3.67    0.78    0.00    4.46 4.240E+02

  10.540 11.795  2.41    1.02    4.35    0.66    0.00    5.02  0.831
   5.410  0.250  8.10    1.20    4.50    0.80    0.00    5.31 3.335E+02

  10.540 12.444  2.54    1.09    5.11    0.69    0.00    5.80  0.827
   5.129  0.250  8.49    1.27    5.41    0.83    0.00    6.24 2.604E+02

  10.540 13.169  2.68    1.18    5.94    0.73    0.00    6.68  0.822
   4.833  0.250  8.91    1.38    6.40    0.88    0.00    7.29 2.016E+02

  10.540 13.989  2.83    1.31    6.87    0.79    0.01    7.67  0.819
   4.520  0.250  9.35    1.53    7.51    0.96    0.01    8.47 1.546E+02

  10.540 14.926  2.98    1.48    7.91    0.89    0.01    8.80  0.814
   4.190  0.250  9.82    1.73    8.75    1.07    0.01    9.82 1.174E+02

  10.540 16.015  3.14    1.73    9.08    1.03    0.01   10.12  0.811
   3.842  0.250 10.31    2.02   10.16    1.24    0.01   11.41 8.801E+01

  10.540 17.304  3.32    2.07   10.48    1.24    0.01   11.73  0.806
   3.475  0.250 10.82    2.43   11.83    1.50    0.01   13.34 6.505E+01

  10.540 18.865  3.50    2.58   12.15    1.58    0.01   13.74  0.802
   3.088  0.250 11.37    3.04   13.85    1.90    0.01   15.76 4.723E+01

  10.540 20.819  3.69    3.37   14.31    2.14    0.02   16.46  0.795
   2.680  0.250 11.94    4.00   16.45    2.58    0.02   19.04 3.351E+01

  10.540 23.372  3.89    4.70   17.31    3.14    0.02   20.47  0.781
   2.249  0.250 12.55    5.63   20.07    3.79    0.02   23.88 2.303E+01

  10.540 26.930  4.10    7.17   21.98    5.14    0.03   27.15  0.759
   1.795  0.250 13.19    8.74   25.71    6.21    0.03   31.95 1.508E+01

  10.540 32.435  4.33   12.64   30.59    9.94    0.05   40.57  0.726
   1.316  0.250 13.86   15.80   36.12   12.02    0.05   48.18 9.103E+00

  10.540 42.868  4.57   28.86   50.53   25.03    0.10   75.65  0.664
   0.811  0.250 14.57   37.49   60.24   30.30    0.10   90.64 4.637E+00

  10.540 79.742  4.82  112.93  110.95  112.65    0.54  224.14  0.581
   0.278  0.250 15.32  156.62  131.36  137.69    0.55  269.60 1.321E+00

  10.540  6.129  1.03    1.70   -4.14    1.41    0.00   -2.73  0.848
   8.520  0.271  3.64    2.01   -5.52    1.66    0.00   -3.86 9.702E+03

  10.540  6.336  1.08    1.59   -3.82    1.32    0.00   -2.50  0.852
   8.409  0.271  3.80    1.88   -5.14    1.55    0.00   -3.58 8.083E+03

  10.540  6.554  1.14    1.48   -3.48    1.23    0.00   -2.25  0.855
   8.292  0.271  3.96    1.75   -4.74    1.45    0.00   -3.29 6.722E+03

  10.540  6.781  1.20    1.38   -3.13    1.15    0.00   -1.99  0.858
   8.168  0.271  4.13    1.64   -4.33    1.35    0.00   -2.98 5.579E+03

  10.540  7.021  1.27    1.29   -2.78    1.07    0.00   -1.71  0.860
   8.038  0.271  4.30    1.53   -3.92    1.26    0.00   -2.66 4.621E+03

  10.540  7.273  1.34    1.21   -2.43    0.99    0.00   -1.44  0.861
   7.901  0.271  4.49    1.44   -3.51    1.18    0.00   -2.33 3.820E+03

  10.540  7.540  1.41    1.14   -2.07    0.93    0.00   -1.15  0.861
   7.756  0.271  4.69    1.35   -3.08    1.10    0.00   -1.99 3.151E+03

  10.540  7.821  1.49    1.07   -1.71    0.86    0.00   -0.85  0.860
   7.603  0.270  4.90    1.27   -2.66    1.02    0.00   -1.63 2.593E+03

  10.540  8.119  1.57    1.01   -1.35    0.81    0.00   -0.54  0.859
   7.442  0.270  5.12    1.20   -2.22    0.96    0.00   -1.27 2.130E+03

  10.540  8.436  1.66    0.96   -0.97    0.76    0.00   -0.21  0.857
   7.272  0.270  5.35    1.14   -1.78    0.90    0.00   -0.88 1.745E+03

  10.540  8.773  1.75    0.92   -0.58    0.71    0.00    0.13  0.855
   7.092  0.270  5.60    1.09   -1.32    0.85    0.00   -0.47 1.425E+03

  10.540  9.133  1.84    0.89   -0.17    0.67    0.00    0.50  0.852
   6.903  0.270  5.86    1.05   -0.84    0.80    0.00   -0.04 1.160E+03

  10.540  9.519  1.95    0.86    0.26    0.64    0.00    0.89  0.849
   6.704  0.270  6.13    1.02   -0.33    0.76    0.00    0.43 9.412E+02

  10.540  9.934  2.05    0.85    0.72    0.61    0.00    1.33  0.845
   6.494  0.270  6.42    1.00    0.22    0.73    0.00    0.95 7.602E+02

  10.540 10.383  2.16    0.84    1.22    0.59    0.00    1.81  0.841
   6.272  0.270  6.72    0.99    0.81    0.71    0.00    1.52 6.110E+02

  10.540 10.869  2.28    0.85    1.76    0.58    0.00    2.34  0.837
   6.038  0.270  7.05    0.99    1.45    0.69    0.00    2.14 4.885E+02

  10.540 11.400  2.41    0.86    2.35    0.57    0.00    2.93  0.833
   5.791  0.270  7.38    1.01    2.15    0.69    0.00    2.83 3.883E+02

  10.540 11.982  2.54    0.89    2.99    0.58    0.00    3.56  0.830
   5.531  0.270  7.74    1.05    2.90    0.69    0.00    3.59 3.066E+02

  10.540 12.625  2.68    0.94    3.68    0.59    0.00    4.27  0.825
   5.256  0.270  8.12    1.10    3.72    0.71    0.00    4.43 2.404E+02

  10.540 13.342  2.83    1.01    4.44    0.61    0.00    5.06  0.822
   4.966  0.270  8.51    1.18    4.62    0.74    0.00    5.37 1.870E+02

  10.540 14.148  2.98    1.11    5.27    0.66    0.00    5.93  0.818
   4.661  0.270  8.93    1.29    5.61    0.79    0.00    6.40 1.442E+02

  10.540 15.065  3.14    1.25    6.18    0.72    0.00    6.90  0.813
   4.339  0.270  9.37    1.45    6.69    0.87    0.00    7.56 1.102E+02

  10.540 16.123  3.32    1.43    7.22    0.82    0.00    8.05  0.811
   3.999  0.270  9.84    1.66    7.94    0.99    0.00    8.93 8.321E+01

  10.540 17.363  3.50    1.69    8.40    0.97    0.00    9.37  0.808
   3.641  0.270 10.33    1.97    9.35    1.17    0.00   10.53 6.203E+01

  10.540 18.849  3.69    2.07    9.80    1.20    0.01   11.01  0.805
   3.263  0.270 10.85    2.42   11.04    1.45    0.01   12.49 4.552E+01

  10.540 20.681  3.89    2.65   11.55    1.59    0.01   13.14  0.801
   2.864  0.270 11.39    3.10   13.14    1.91    0.01   15.06 3.273E+01

  10.540 23.025  4.10    3.57   13.88    2.26    0.01   16.15  0.795
   2.443  0.270 11.97    4.23   15.94    2.72    0.01   18.68 2.290E+01

  10.540 26.189  4.33    5.21   17.26    3.54    0.01   20.81  0.780
   2.000  0.270 12.58    6.26   20.02    4.27    0.01   24.29 1.540E+01

  10.540 30.834  4.56    8.59   23.04    6.39    0.02   29.45  0.753
   1.532  0.270 13.22   10.54   26.99    7.71    0.02   34.72 9.717E+00

  10.540 38.731  4.82   17.33   35.30   14.37    0.03   49.69  0.707
   1.039  0.270 13.89   21.98   41.78   17.35    0.03   59.16 5.445E+00

  10.540 57.650  5.08   52.98   71.06   49.15    0.15  120.36  0.624
   0.518  0.270 14.61   70.78   84.91   59.62    0.18  144.71 2.258E+00

  10.540  6.080  1.03    1.75   -5.38    1.47    0.00   -3.91  0.848
   8.659  0.291  3.38    2.07   -6.96    1.72    0.00   -5.24 1.041E+04

  10.540  6.281  1.08    1.64   -5.02    1.36    0.00   -3.66  0.850
   8.556  0.291  3.52    1.93   -6.54    1.61    0.00   -4.94 8.677E+03

  10.540  6.493  1.14    1.52   -4.70    1.27    0.00   -3.44  0.852
   8.447  0.291  3.67    1.80   -6.17    1.49    0.00   -4.68 7.222E+03

  10.540  6.714  1.20    1.42   -4.36    1.17    0.00   -3.19  0.853
   8.332  0.291  3.82    1.68   -5.77    1.39    0.00   -4.38 6.001E+03

  10.540  6.946  1.27    1.32   -4.01    1.09    0.00   -2.92  0.853
   8.211  0.291  3.98    1.56   -5.36    1.29    0.00   -4.07 4.977E+03

  10.540  7.191  1.34    1.23   -3.67    1.01    0.00   -2.66  0.854
   8.083  0.291  4.15    1.46   -4.95    1.20    0.00   -3.76 4.120E+03

  10.540  7.448  1.41    1.15   -3.32    0.94    0.00   -2.38  0.854
   7.948  0.291  4.33    1.36   -4.54    1.11    0.00   -3.43 3.403E+03

  10.540  7.718  1.49    1.08   -2.96    0.87    0.00   -2.09  0.854
   7.806  0.291  4.52    1.28   -4.12    1.03    0.00   -3.09 2.805E+03

  10.540  8.005  1.57    1.01   -2.61    0.81    0.00   -1.80  0.854
   7.656  0.291  4.72    1.20   -3.71    0.96    0.00   -2.74 2.307E+03

  10.540  8.307  1.66    0.95   -2.25    0.75    0.00   -1.50  0.853
   7.498  0.291  4.93    1.13   -3.29    0.90    0.00   -2.39 1.894E+03

  10.540  8.629  1.75    0.90   -1.89    0.70    0.00   -1.19  0.851
   7.331  0.290  5.15    1.07   -2.86    0.84    0.00   -2.02 1.552E+03

  10.540  8.971  1.85    0.86   -1.52    0.66    0.00   -0.86  0.849
   7.155  0.290  5.39    1.02   -2.42    0.78    0.00   -1.63 1.268E+03

  10.540  9.336  1.95    0.82   -1.13    0.62    0.00   -0.51  0.846
   6.969  0.290  5.64    0.97   -1.96    0.74    0.00   -1.22 1.033E+03

  10.540  9.727  2.05    0.80   -0.72    0.58    0.00   -0.13  0.844
   6.773  0.290  5.90    0.94   -1.47    0.70    0.00   -0.77 8.383E+02

  10.540 10.146  2.16    0.78   -0.29    0.56    0.00    0.27  0.840
   6.567  0.290  6.17    0.92   -0.96    0.67    0.00   -0.30 6.778E+02

  10.540 10.599  2.28    0.77    0.18    0.53    0.00    0.71  0.837
   6.349  0.290  6.46    0.90   -0.41    0.64    0.00    0.23 5.457E+02

  10.540 11.089  2.41    0.77    0.69    0.52    0.00    1.20  0.833
   6.119  0.290  6.77    0.90    0.18    0.62    0.00    0.81 4.372E+02

  10.540 11.623  2.54    0.78    1.23    0.51    0.00    1.74  0.829
   5.877  0.290  7.09    0.91    0.82    0.61    0.00    1.44 3.483E+02

  10.540 12.207  2.68    0.80    1.82    0.51    0.00    2.33  0.826
   5.621  0.290  7.43    0.93    1.53    0.61    0.00    2.13 2.758E+02

  10.540 12.851  2.83    0.84    2.46    0.51    0.00    2.98  0.822
   5.351  0.290  7.79    0.98    2.29    0.62    0.00    2.90 2.169E+02

  10.540 13.567  2.98    0.89    3.16    0.53    0.00    3.69  0.819
   5.067  0.290  8.17    1.04    3.11    0.64    0.00    3.74 1.693E+02

  10.540 14.369  3.14    0.97    3.92    0.56    0.00    4.48  0.815
   4.767  0.290  8.57    1.12    4.01    0.67    0.00    4.68 1.311E+02

  10.540 15.278  3.32    1.08    4.75    0.61    0.00    5.35  0.812
   4.451  0.290  8.99    1.25    5.00    0.73    0.00    5.73 1.006E+02

  10.540 16.320  3.50    1.23    5.68    0.68    0.00    6.36  0.809
   4.117  0.290  9.44    1.42    6.11    0.82    0.00    6.93 7.640E+01

  10.540 17.536  3.69    1.43    6.74    0.79    0.00    7.53  0.807
   3.765  0.290  9.91    1.66    7.37    0.95    0.00    8.32 5.732E+01

  10.540 18.982  3.89    1.73    7.96    0.96    0.00    8.93  0.805
   3.394  0.290 10.40    2.00    8.84    1.16    0.00   10.00 4.236E+01

  10.540 20.745  4.10    2.18    9.46    1.24    0.00   10.70  0.802
   3.002  0.290 10.92    2.53   10.63    1.49    0.00   12.12 3.075E+01

  10.540 22.970  4.33    2.87   11.37    1.72    0.00   13.09  0.800
   2.589  0.290 11.47    3.37   12.93    2.07    0.00   15.00 2.177E+01

  10.540 25.913  4.57    4.07   14.05    2.62    0.00   16.68  0.794
   2.154  0.290 12.05    4.83   16.15    3.16    0.00   19.32 1.488E+01

  10.540 30.094  4.81    6.43   18.35    4.55    0.01   22.91  0.774
   1.694  0.290 12.67    7.78   21.34    5.48    0.01   26.82 9.653E+00

  10.540 36.785  5.08   12.04   26.81    9.57    0.01   36.38  0.737
   1.210  0.290 13.31   15.01   31.52   11.53    0.01   43.07 5.695E+00

  10.540 50.477  5.36   31.47   49.56   28.30    0.03   77.89  0.669
   0.699  0.290 13.99   41.04   58.91   34.18    0.03   93.13 2.728E+00

  10.540132.670  5.66  145.29  138.51  170.62    1.86  310.99  0.654
   0.160  0.291 14.70  201.15  172.29  223.74    2.74  398.77 5.188E-01

  10.540  6.037  1.03    1.83   -6.59    1.55    0.00   -5.04  0.858
   8.781  0.311  3.15    2.16   -8.37    1.82    0.00   -6.55 1.105E+04

  10.540  6.235  1.08    1.70   -6.22    1.44    0.00   -4.78  0.860
   8.685  0.311  3.28    2.01   -7.94    1.69    0.00   -6.25 9.220E+03

  10.540  6.441  1.14    1.58   -5.85    1.33    0.00   -4.52  0.861
   8.583  0.311  3.41    1.86   -7.51    1.57    0.00   -5.94 7.675E+03

  10.540  6.657  1.20    1.47   -5.52    1.23    0.00   -4.28  0.861
   8.475  0.311  3.55    1.73   -7.11    1.45    0.00   -5.66 6.380E+03

  10.540  6.884  1.27    1.36   -5.18    1.14    0.00   -4.04  0.861
   8.362  0.311  3.70    1.61   -6.71    1.34    0.00   -5.37 5.296E+03

  10.540  7.121  1.34    1.27   -4.83    1.05    0.00   -3.77  0.860
   8.242  0.311  3.85    1.50   -6.30    1.24    0.00   -5.06 4.387E+03

  10.540  7.370  1.41    1.18   -4.47    0.97    0.00   -3.50  0.859
   8.116  0.311  4.02    1.39   -5.89    1.15    0.00   -4.74 3.628E+03

  10.540  7.632  1.49    1.10   -4.14    0.90    0.00   -3.24  0.858
   7.983  0.311  4.19    1.30   -5.49    1.06    0.00   -4.43 2.994E+03

  10.540  7.909  1.57    1.02   -3.78    0.83    0.00   -2.95  0.856
   7.842  0.311  4.37    1.21   -5.07    0.99    0.00   -4.08 2.466E+03

  10.540  8.200  1.66    0.96   -3.42    0.77    0.00   -2.66  0.854
   7.694  0.311  4.56    1.13   -4.65    0.91    0.00   -3.74 2.027E+03

  10.540  8.509  1.75    0.89   -3.07    0.71    0.00   -2.36  0.851
   7.538  0.310  4.76    1.06   -4.24    0.85    0.00   -3.39 1.663E+03

  10.540  8.837  1.85    0.85   -2.72    0.66    0.00   -2.06  0.848
   7.374  0.311  4.98    1.01   -3.83    0.79    0.00   -3.04 1.361E+03

  10.540  9.185  1.95    0.81   -2.36    0.61    0.00   -1.75  0.844
   7.200  0.310  5.20    0.96   -3.40    0.73    0.00   -2.67 1.112E+03

  10.540  9.556  2.05    0.77   -1.99    0.57    0.00   -1.42  0.841
   7.017  0.310  5.44    0.91   -2.96    0.69    0.00   -2.28 9.057E+02

  10.540  9.953  2.16    0.74   -1.60    0.54    0.00   -1.06  0.838
   6.823  0.310  5.69    0.88   -2.50    0.65    0.00   -1.85 7.356E+02

  10.540 10.379  2.28    0.72   -1.19    0.51    0.00   -0.68  0.834
   6.620  0.310  5.95    0.85   -2.02    0.61    0.00   -1.40 5.951E+02

  10.540 10.838  2.41    0.71   -0.75    0.49    0.00   -0.26  0.831
   6.405  0.310  6.23    0.83   -1.49    0.58    0.00   -0.91 4.796E+02

  10.540 11.335  2.54    0.70   -0.27    0.47    0.00    0.20  0.828
   6.178  0.310  6.53    0.82   -0.93    0.56    0.00   -0.37 3.847E+02

  10.540 11.875  2.68    0.71    0.24    0.46    0.00    0.70  0.824
   5.939  0.310  6.84    0.83   -0.33    0.55    0.00    0.22 3.069E+02

  10.540 12.465  2.83    0.73    0.79    0.45    0.00    1.24  0.820
   5.687  0.310  7.16    0.85    0.32    0.54    0.00    0.86 2.435E+02

  10.540 13.115  2.98    0.76    1.39    0.45    0.00    1.84  0.817
   5.421  0.310  7.51    0.88    1.03    0.54    0.00    1.57 1.919E+02

  10.540 13.835  3.14    0.80    2.04    0.46    0.00    2.51  0.813
   5.140  0.310  7.87    0.93    1.80    0.56    0.00    2.36 1.502E+02

  10.540 14.641  3.32    0.86    2.75    0.48    0.00    3.24  0.810
   4.844  0.310  8.25    1.00    2.64    0.58    0.00    3.22 1.167E+02

  10.540 15.551  3.50    0.95    3.52    0.52    0.00    4.04  0.808
   4.532  0.310  8.66    1.10    3.55    0.63    0.00    4.18 8.981E+01

  10.540 16.591  3.69    1.08    4.38    0.57    0.00    4.95  0.805
   4.203  0.310  9.08    1.24    4.57    0.69    0.00    5.26 6.845E+01

  10.540 17.800  3.89    1.25    5.35    0.66    0.00    6.01  0.803
   3.855  0.310  9.54    1.43    5.73    0.79    0.00    6.52 5.159E+01

  10.540 19.229  4.10    1.49    6.46    0.79    0.00    7.25  0.802
   3.489  0.310 10.01    1.72    7.05    0.95    0.00    8.00 3.832E+01

  10.540 20.960  4.33    1.85    7.78    1.00    0.00    8.78  0.801
   3.103  0.310 10.51    2.14    8.63    1.21    0.00    9.84 2.798E+01

  10.540 23.124  4.56    2.41    9.45    1.37    0.00   10.82  0.800
   2.695  0.310 11.04    2.80   10.63    1.65    0.00   12.28 1.997E+01

  10.540 25.948  4.82    3.35   11.70    2.05    0.00   13.75  0.799
   2.266  0.310 11.59    3.94   13.33    2.46    0.00   15.80 1.380E+01

  10.540 29.879  5.08    5.15   15.16    3.48    0.00   18.64  0.789
   1.812  0.310 12.18    6.15   17.50    4.19    0.00   21.69 9.104E+00

  10.540 35.947  5.36    9.22   21.57    7.04    0.00   28.62  0.760
   1.334  0.310 12.80   11.33   25.21    8.48    0.00   33.70 5.536E+00

  10.540 47.383  5.65   22.04   37.86   19.31    0.01   57.18  0.702
   0.830  0.310 13.45   28.26   44.78   23.27    0.01   68.06 2.853E+00

  10.540 87.040  5.96  100.89  102.18  101.76    0.18  204.11  0.597
   0.298  0.310 14.14  139.08  106.13  114.60    0.26  220.99 8.526E-01

  10.540  6.001  1.03    1.93   -7.69    1.66    0.00   -6.04  0.869
   8.888  0.331  2.95    2.27   -9.65    1.94    0.00   -7.71 1.157E+04

  10.540  6.195  1.08    1.79   -7.35    1.53    0.00   -5.81  0.870
   8.797  0.331  3.07    2.10   -9.24    1.79    0.00   -7.45 9.676E+03

  10.540  6.397  1.14    1.66   -7.01    1.42    0.00   -5.59  0.871
   8.702  0.331  3.19    1.95   -8.85    1.66    0.00   -7.19 8.073E+03

  10.540  6.609  1.20    1.53   -6.64    1.31    0.00   -5.33  0.871
   8.601  0.331  3.31    1.80   -8.42    1.54    0.00   -6.88 6.715E+03

  10.540  6.830  1.27    1.42   -6.28    1.21    0.00   -5.07  0.871
   8.494  0.331  3.45    1.67   -7.99    1.42    0.00   -6.57 5.577E+03

  10.540  7.061  1.34    1.32   -5.93    1.11    0.00   -4.81  0.870
   8.382  0.331  3.59    1.55   -7.58    1.31    0.00   -6.27 4.623E+03

  10.540  7.304  1.41    1.22   -5.57    1.03    0.00   -4.55  0.869
   8.263  0.331  3.74    1.44   -7.17    1.21    0.00   -5.96 3.826E+03

  10.540  7.559  1.49    1.13   -5.21    0.94    0.00   -4.27  0.867
   8.138  0.331  3.90    1.34   -6.75    1.11    0.00   -5.63 3.160E+03

  10.540  7.827  1.57    1.05   -4.87    0.87    0.00   -4.00  0.864
   8.006  0.331  4.06    1.24   -6.34    1.03    0.00   -5.32 2.605E+03

  10.540  8.110  1.66    0.98   -4.52    0.80    0.00   -3.72  0.861
   7.867  0.331  4.24    1.16   -5.93    0.95    0.00   -4.99 2.143E+03

  10.540  8.408  1.75    0.92   -4.18    0.74    0.00   -3.45  0.858
   7.721  0.331  4.42    1.08   -5.53    0.87    0.00   -4.66 1.760E+03

  10.540  8.723  1.84    0.86   -3.83    0.68    0.00   -3.15  0.854
   7.566  0.331  4.62    1.02   -5.12    0.81    0.00   -4.31 1.443E+03

  10.540  9.058  1.95    0.81   -3.49    0.63    0.00   -2.86  0.850
   7.403  0.331  4.82    0.96   -4.71    0.75    0.00   -3.96 1.180E+03

  10.540  9.413  2.05    0.77   -3.13    0.58    0.00   -2.55  0.846
   7.231  0.331  5.04    0.90   -4.30    0.69    0.00   -3.60 9.631E+02

  10.540  9.792  2.16    0.73   -2.77    0.54    0.00   -2.23  0.843
